source_file,level,index,word,ja_translation,phrase,phrase_repeat,raw_text
TOEIC_kin_kaitei_03.mp3,level_600,221,agreement,賃貸借契約,a rental [agreement],a rental [agreement],agreement | 身体釈契約。 | a rental [agreement]. | a rental [agreement].
TOEIC_kin_kaitei_03.mp3,level_600,222,celebration,グランドオープンのお祝い,the grand opening [celebration],the grand opening [celebration],celebration | グランドオープンのお祝い。 | The Grand Opening [celebration] | the grand opening [celebration].
TOEIC_kin_kaitei_03.mp3,level_600,223,modern,現代のテクノロジーを使う,use [modern] technology,use [modern] technology,modern | 現代のテクノロジーを使う。 | use [modern] technology. | use [modern] technology.
TOEIC_kin_kaitei_03.mp3,level_600,224,standard,品質基準,quality [standard],quality [standards],standard | 緊述基準。 | quality [standard]. | quality [standards].
TOEIC_kin_kaitei_03.mp3,level_600,225,responsible,レベッカは新入社員研修の責任者です。,Rebecca is [responsible] for training new employees.,Rebecca is [responsible] for training new employees.,responsible | レベッカは侵入者院研修の責任者です。 | Rebecca is [responsible] for training new employees. | Rebecca is [responsible] for training new employees.
TOEIC_kin_kaitei_03.mp3,level_600,226,enclose,同封しましたのは、私の履歴書です。,[Enclosed] is a copy of my resume.,[Enclosed] is a copy of my resume.,[in close] | 同風しましたのは、私の履歴書です。 | Enclosed is a copy of my resume. | Enclosed is a copy of my resume.
TOEIC_kin_kaitei_03.mp3,level_600,227,specific,特定のニーズに答える,meet [specific] need,meet [specific] needs,specific | 特定のニーズに答える。 | meet [specific] need. | meet [specific] needs.
TOEIC_kin_kaitei_03.mp3,level_600,228,renew,会員資格を更新する,[renew] a membership,[renew] a membership,renew | 会議資格を更新する。 | [renew] a membership. | [renew] a membership.
TOEIC_kin_kaitei_03.mp3,level_600,229,definitely,その店は絶対に訪れるべきです。,You should [definitely] visit the shop.,You should [definitely] visit the shop.,definitely | その店は絶対に訪れるべきです。 | you should [definitely] visit the shop. | you should [definitely] visit the shop.
TOEIC_kin_kaitei_03.mp3,level_600,230,destination,人気の観光地,a popular tourist [destination],a popular tourist [destination],destination | 人気の観光地。 | a popular tourist [destination]. | a popular tourist [destination].
TOEIC_kin_kaitei_03.mp3,level_600,231,district,ビジネス地区,a business [district],a business [district],district | ビジネスチック。 | a business [district]. | a business [district].
TOEIC_kin_kaitei_03.mp3,level_600,232,leading,一流の専門家,a [leading] expert,a [leading] expert,leading | 一流の専門家。 | a [leading] expert. | a [leading] expert.
TOEIC_kin_kaitei_03.mp3,level_600,233,regulation,安全規則に従う,follow safety [regulations],follow safety [regulations],regulation | 安全規則に従う。 | Follow safety [regulations]. | Follow safety [regulations].
TOEIC_kin_kaitei_03.mp3,level_600,234,mayor,メイビル市の市長,the [mayor] of Mayville city,the [mayor] of Mayville city,mayor | メイビル氏の市長。 | The [mayor] of Mayville City. | The [mayor] of Mayville City.
TOEIC_kin_kaitei_03.mp3,level_600,235,ability,他人とうまく働く能力,[ability] to work well with others,[ability] to work well with others,ability | 他人とうまく働く能力。 | [ability] to work well with others. | [ability] to work well with others.
TOEIC_kin_kaitei_03.mp3,level_600,236,temporary,臨時職,a [temporary] position,a [temporary] position,temporary | 臨時食 | a [temporary] position. | a [temporary] position.
TOEIC_kin_kaitei_03.mp3,level_600,237,architect,建築家の設計に目を通す。,Review the [architects] design.,Review the [architects] designs.,architect | 建築家の設計に目を通す。 | Review the [architects] design. | Review the [architects] designs.
TOEIC_kin_kaitei_03.mp3,level_600,238,affect,価格に影響する,[affect] the price,[affect] the price,[effect] | 価格に影響する。 | affect the price. | affect the price.
TOEIC_kin_kaitei_03.mp3,level_600,239,efficient,スペースの効率的な利用,[efficient] use of space,[efficient] use of space,efficient | ベースの効率的な利用。 | [efficient] use of space. | [efficient] use of space.
TOEIC_kin_kaitei_03.mp3,level_600,240,statement,クレジットカードの明細書,a credit card [statement],a credit card [statement],statement | クレジットカードの名菜書。 | A credit card steep. | A credit card [statement].
TOEIC_kin_kaitei_03.mp3,level_600,241,tip,役立つ旅のヒント,useful travel [tips],useful travel [tips],tip | 役立つ旅のヒント。 | Useful travel [tips]. | Useful travel [tips].
TOEIC_kin_kaitei_03.mp3,level_600,242,admission,入場料は無料です。,[admission] is free.,[admission] is free.,admission | 入場料は無料です。 | [admission] is free. | [admission] is free.
TOEIC_kin_kaitei_03.mp3,level_600,243,arrival,到着時刻,the time of [arrival],the time of [arrival],arrival | 到着時刻。 | the time of [arrival]. | the time of [arrival].
TOEIC_kin_kaitei_03.mp3,level_600,244,profit,利益を伸ばす,Increase [profit],Increase [profits],profit | 利益を伸ばす。 | Increase [profit]. | Increase [profits].
TOEIC_kin_kaitei_03.mp3,level_600,245,complex,スポーツの複合施設,a sports [complex],a sports [complex],[complicate] | ポーツの複合施設。 | A sports complet. | A sports complex.
TOEIC_kin_kaitei_03.mp3,level_600,246,insurance,保健会社,an [insurance] company,an [insurance] company,insurance | 保健会社。 | and [insurance] company. | and [insurance] company.
TOEIC_kin_kaitei_03.mp3,level_600,247,guarantee,最低価格を保証する。,[guarantee] the lowest price,[guarantee] the lowest price,[guaranteed] | 最低価格を保証する。 | Guarantee the lowest price. | Guarantee the lowest price.
TOEIC_kin_kaitei_03.mp3,level_600,248,finalize,計画を仕上げる。,[finalize] a plan,[finalize] a plan,[finalcouldn't 부분이] | 計画を仕上げる。 | Finalize a plan. | Find Eliza Plan.
TOEIC_kin_kaitei_03.mp3,level_600,249,related,3年の関連経験,three years of [related] experience,three years of [related] experience,related | 3年の関連経験。 | Three years of [related] experience. | Three years of [related] experience.
TOEIC_kin_kaitei_03.mp3,level_600,250,entry,エントリー費を支払う,pay an [entry] fee,pay an [entry] fee,entry | エントリー費を支払う。 | Pay an [entry] fee. | Pay an [entry] fee.
TOEIC_kin_kaitei_03.mp3,level_600,251,establish,その会社は30年前に設立された。,The firm was [established] 30 years ago.,The firm was [established] 30 years ago.,establish | その会社は30年前に設立された。 | The firm was [established] 30 years ago. | The firm was [established] 30 years ago.
TOEIC_kin_kaitei_03.mp3,level_600,252,recognize,当社製品は品質の高さで認められています。,Our products are [recognized] for their quality.,Our products are [recognized] for their quality.,recognize | 当社製品は品質の高さで認められています。 | Our products are [recognized] for their quality. | Our products are [recognized] for their quality.
TOEIC_kin_kaitei_03.mp3,level_600,253,demonstrate,製品を実演する,[demonstrate] a product,[demonstrate] a product,demonstrate | 製品を実演する。 | [demonstrate] a product. | [demonstrate] a product.
TOEIC_kin_kaitei_03.mp3,level_600,254,landscaping,造園会社,a [landscaping] company,a [landscaping] company,landscaping | 増援会社。 | A [landscaping] company. | a [landscaping] company.
TOEIC_kin_kaitei_03.mp3,level_600,255,tax,消費税,sales [tax],sales [tax],[tack] | 消費制。 | sales tech. | sales tax.
TOEIC_kin_kaitei_03.mp3,level_600,256,grant,助成金を申請する,apply for a [grant],apply for a [grant],grant | 女性金を申請する。 | Apply for a [grant]. | Apply for a [grant].
TOEIC_kin_kaitei_03.mp3,level_600,257,earn,学位を得る,[earn] a degree,[earn] a degree,[earth] | 学位を得る。 | Earn a degree. | Earn a degree.
TOEIC_kin_kaitei_03.mp3,level_600,258,full-time,常勤の従業員,[full-time] employee,[full-time] employee,full time | 上金の従業員。 | [full time] employee. | [full time] employees.
TOEIC_kin_kaitei_03.mp3,level_600,259,deposit,保証金,a security [deposit],a security [deposit],deposit | 保証金。 | a security [deposit]. | A security [deposit].
TOEIC_kin_kaitei_03.mp3,level_600,260,monitor,スタッフのパフォーマンスをチェックする,[monitor] staff perform,[monitor] staff performance,monitor | タフのパフォーマンスをチェックする。 | [monitor] staff perform. | [monitor] staff performance.
TOEIC_kin_kaitei_03.mp3,level_600,261,journal,専門誌の記事,a [journal] article,a [journal] article,journal | 専門市の記事。 | A [journal] article. | A [journal] Article
TOEIC_kin_kaitei_03.mp3,level_600,262,reward,特典プログラムに参加する,join a [rewards] program,join a [rewards] program,reward | 特典プログラムに参加する。 | Join a [rewards] program. | Join a [rewards] program.
TOEIC_kin_kaitei_03.mp3,level_600,263,status,注文の状況,the status of an order,the status of an order,[stated] | 注文の状況。 | the status of an order. | the status of an order.
TOEIC_kin_kaitei_03.mp3,level_600,264,nearly,ほぼ３年,[nearly] three years,[nearly] three years,nearly | ほぼ30 | [nearly] three years. | [nearly] three years.
TOEIC_kin_kaitei_03.mp3,level_600,265,approach,新しいマーケティング手法,a new marketing [approach],a new marketing [approach],approach | 新しいマーケティング手法。 | a new marketing [approach]. | a new marketing [approach].
TOEIC_kin_kaitei_03.mp3,level_600,266,content,荷物の中身,the [contents] of a packet,the [contents] of a package,content | 荷物の中身。 | the [contents] of a packet. | the [contents] of a package.
TOEIC_kin_kaitei_03.mp3,level_600,267,flyer,チラシを配る,hand out [flyer],hand out [flyers],flyer | 知らしを配る。 | hand out [flyer]. | hand out [flyers].
TOEIC_kin_kaitei_03.mp3,level_600,268,automobile,自動車メーカー,an [automobile] manufacturer,an [automobile] manufacturer,automobile | 自動車メーカー。 | an [automobile] manufacturer. | an [automobile] manufacturer.
TOEIC_kin_kaitei_03.mp3,level_600,269,frequently,フランクは頻繁に出張する。,Frank [frequently] travels on business.,Frank [frequently] travels on business.,frequently | フランクは頻繁に出張する。 | Frank [frequently] travels on business. | Frank [frequently] travels on business.
TOEIC_kin_kaitei_03.mp3,level_600,270,various,様々な色やサイズ,[various] colors and sizes,[various] colors and sizes,[very it] | 様々な色やサイズ。 | various colors and sizes. | various colors and sizes.
TOEIC_kin_kaitei_03.mp3,level_600,271,electric,電気自動車,an [electric] vehicle,an [electric] vehicle,electric | 電気自動車。 | an [electric] vehicle. | an [electric] vehicle.
TOEIC_kin_kaitei_03.mp3,level_600,272,particular,その特定の品物は現在売り切れです。,That [particular] item is currently sold out.,That [particular] item is currently sold out.,particular | その特定の品物は現在売り切れです。 | That [particular] item is currently sold out. | That [particular] item is currently sold out.
TOEIC_kin_kaitei_03.mp3,level_600,273,legal,法律のアドバイス,[legal] advice,[legal] advice,legal | 法律のアドバイス。 | [legal] advice. | [legal] advice.
TOEIC_kin_kaitei_03.mp3,level_600,274,willing,ウィリアムがお手伝いしても構いません。,William is [willing] to help you.,William is [willing] to help you.,[willy] | ウィリアムがお手伝いしても構いません。 | William is willing to help you. | William is willing to help you.
TOEIC_kin_kaitei_03.mp3,level_600,275,properly,プリンターがきちんと機能していない,the printer is not working [properly],the printer is not working [properly],properly | プリンターがきちんと機能していない。 | The printer is not working [properly]. | The printer is not working [properly].
TOEIC_kin_kaitei_03.mp3,level_600,276,claim,請求用紙に記入する,fill out a [claim] form,fill out a [claim] form,[clean] | 請求用紙に記入する。 | Fill out a claim for it. | Fill out a claim form.
TOEIC_kin_kaitei_03.mp3,level_600,277,drawing,景品が当たる抽選会,a [drawing] to win prizes,a [drawing] to win prizes,drawing | 系品が当たる中線会。 | A [drawing] to win prizes. | A [drawing] to win prizes.
TOEIC_kin_kaitei_03.mp3,level_600,278,flavor,コーヒーの新しい味,a new coffee [flavor],a new coffee [flavor],flavor | コーヒーの新しい味。 | a new coffee [flavor]. | A new coffee [flavor].
TOEIC_kin_kaitei_03.mp3,level_600,279,graduate,大学を卒業する,[graduate] from university,[graduate] from university,graduate | 大学を卒業する。 | [graduate] from university. | [graduate] from university.
TOEIC_kin_kaitei_03.mp3,level_600,280,familiar,私はその地域をよく知っています。,I'm [familiar] with the area.,I'm [familiar] with the area.,familiar | 私はその地域をよく知っています。 | I'm [familiar] with the area. | I'm [familiar] with the area.
TOEIC_kin_kaitei_03.mp3,level_600,281,exactly,エルサは何をすべきか正確に知っていた。,Elsa knew [exactly] what to do.,Elsa knew [exactly] what to do.,exactly | エルサは何をすべきか正確に知っていた。 | Elsa knew [exactly] what to do. | Elsa knew [exactly] what to do.
TOEIC_kin_kaitei_03.mp3,level_600,282,ideal,理想的な職場,an [ideal] place to work,an [ideal] place to work,ideal | 理想的な職場。 | an [ideal] place to work. | an [ideal] place to work.
TOEIC_kin_kaitei_03.mp3,level_600,283,neighborhood,ナオミはこの地域に住んでいる。,Naomi lives in this [neighborhood].,Naomi lives in this [neighborhood].,neighborhood | 直見はこの地域に住んでいる。 | Naomi lives in this [neighborhood]. | Naomi lives in this [neighborhood].
TOEIC_kin_kaitei_03.mp3,level_600,284,traditional,伝統音楽,[traditional] music,[traditional] music,traditional | 伝統音楽。 | [traditional] music. | [traditional] music.
TOEIC_kin_kaitei_03.mp3,level_600,285,explore,市内を探索する,[explore] a city,[explore] a city,explore | 市内を探索する。 | [explore] a City. | [explore] a City.
TOEIC_kin_kaitei_03.mp3,level_600,286,appropriate,就職面接に適した服装,[appropriate] clothing for a job interview,[appropriate] clothing for a job interview,appropriate | 就職面接に適した服装。 | [appropriate] clothing for a job interview. | [appropriate] clothing for a job interview.
TOEIC_kin_kaitei_03.mp3,level_600,287,departure,出発予定時刻,the scheduled [departure] time,the scheduled [departure] time,departure | 出発予定時刻。 | The scheduled [departure] time. | The scheduled [departure] time.
TOEIC_kin_kaitei_03.mp3,level_600,288,quantity,大量の食べ物,a large [quantity] of food,a large [quantity] of food,quantity | 大量の食べ物。 | a large [quantity] of food. | a large [quantity] of food.
TOEIC_kin_kaitei_03.mp3,level_600,289,minimam,最低5年の経験,a [minimum] of five years of experience,a [minimum] of five years of experience,[minimal] | 最低5年の経験。 | a minimum of five years of experience. | a minimum of five years of experience.
TOEIC_kin_kaitei_03.mp3,level_600,290,identify,潜在的な顧客を特定する,[identify] potential customer,[identify] potential customers,identify | 潜在的な顧客を特定する。 | [identify] potential customer. | [identify] potential customers.
TOEIC_kin_kaitei_03.mp3,level_600,291,satisfied,サリーはそのサービスに満足している。,Sally is [satisfied] with the service.,Sally is [satisfied] with the service.,satisfied | サリーはそのサービスに満足している。 | Sally is [satisfied] with the service. | Sally is [satisfied] with the service.
TOEIC_kin_kaitei_03.mp3,level_600,292,environmental,環境問題,[environmental] issue,[environmental] issues,environmental | 環境問題。 | [environmental] issue. | [environmental] issues.
TOEIC_kin_kaitei_03.mp3,level_600,293,former,元従業員,a [former] employee,a [former] employee,former | 元従業員。 | a [former] employee. | a [former] employee.
TOEIC_kin_kaitei_03.mp3,level_600,294,decade,10年以上にわたって,for over a [decade],for over a [decade],[decay] | 10年以上にわたって。 | for over a decade. | for over a decade.
TOEIC_kin_kaitei_03.mp3,level_600,295,mostly,私はあなたとほとんど同意見です。,I [mostly] agree with you.,I [mostly] agree with you.,mostly | 私はあなたとほとんど同意見です。 | I [mostly] agree with you. | I [mostly] agree with you.
TOEIC_kin_kaitei_03.mp3,level_600,296,initial,最初の面接,an [initial] interview,an [initial] interview,initial | 最初の面接。 | an [initial] interview. | an [initial] interview.
TOEIC_kin_kaitei_03.mp3,level_600,297,significant,かなりの利益増,a [significant] increase in profit,a [significant] increase in profits,significant | かなりの利益増。 | a [significant] increase in profit. | a [significant] increase in profits.
TOEIC_kin_kaitei_03.mp3,level_600,298,educational,教育プログラム,an [educational] programs,an [educational] program,educational | 教育プログラム。 | and [educational] programs. | and [educational] program.
TOEIC_kin_kaitei_03.mp3,level_600,299,decline,状態を断る,[decline] an invitation,[decline] an invitation,[declined] | 状態を断る。 | Decline an invitation. | Decline an invitation.
TOEIC_kin_kaitei_03.mp3,level_600,300,preparation,イベントの準備のために,in [preparation] for an event,in [preparation] for an event,preparation | イベントの準備のために。 | in [preparation] for an event. | in [preparation] for an event.
TOEIC_kin_kaitei_04.mp3,level_600,301,suitable,全年齢に適している,[suitable] for all ages,[suitable] for all ages,suitable | 全年齢に適している。 | [suitable] for all ages. | [suitable] for all ages.
TOEIC_kin_kaitei_04.mp3,level_600,302,priority,安全は我々の最優先事項です。,Safety is our top [priority].,Safety is our top [priority].,priority | 安全は我々の左右線事項です。 | Safety is our top [priority]. | Safety is our top [priority].
TOEIC_kin_kaitei_04.mp3,level_600,303,brief,簡単な調査,a [brief] survey,a [brief] survey,[breathe] | 簡単な調査。 | A brief survey. | A brief survey.
TOEIC_kin_kaitei_04.mp3,level_600,304,reasonable,手頃な価格,a [reasonable] price,a [reasonable] price,reasonable | 手頃な価格。 | a [reasonable] price. | a [reasonable] price.
TOEIC_kin_kaitei_04.mp3,level_600,305,setting,プリンターの設定を調整する,adjust the printer [setting],adjust the printer [settings],setting | プリンターの設定を調整する。 | Adjust the printer [setting]. | Adjust the printer [settings].
TOEIC_kin_kaitei_04.mp3,level_600,306,forecast,天気予報,a weather [forecast],a weather [forecast],forecast | 天気予報。 | A weather [forecast]. | A weather [forecast].
TOEIC_kin_kaitei_04.mp3,level_600,307,fuel,燃料価格,[fuel] prices,[fuel] prices,fuel | 燃料価格。 | [fuel] prices. | [fuel] prices.
TOEIC_kin_kaitei_04.mp3,level_600,308,campus,その会社の敷地内に,on the company's [campus],on the company's [campus],campus | その会社の指揮地に。 | on the company's [campus]. | on the company's [campus].
TOEIC_kin_kaitei_04.mp3,level_600,309,found,その会社は10年前に設立された。,The company was [founded] 10 years ago.,The company was [founded] 10 years ago.,found | その会社は10年前に設立された。 | The company was [founded] 10 years ago. | The company was [founded] 10 years ago.
TOEIC_kin_kaitei_04.mp3,level_600,310,agricultural,農産物,[agricultural] product,[agricultural] products,agricultural | 農産物。 | [agricultural] product. | [agricultural] products.
TOEIC_kin_kaitei_04.mp3,level_600,311,donation,事前団体に寄付をする,make a [donation] to a charity,make a [donation] to a charity,donation | 事前団体に寄付をする。 | Make a [donation] to a charity. | Make a [donation] to a charity.
TOEIC_kin_kaitei_04.mp3,level_600,312,anniversary,劇場の20周年を祝う,celebrate the theater's 20th [anniversary],celebrate the theater's 20th [anniversary],anniversary | 劇場の20周年を祝う。 | Celebrate the theater's 20th [anniversary]. | Celebrate the theater's 20th [anniversary].
TOEIC_kin_kaitei_04.mp3,level_600,313,clerk,店員,a store [clerk],a store [clerk],[clerkjun] | 見てくれてありがとう! | A store clerk. | A store clerk.
TOEIC_kin_kaitei_04.mp3,level_600,314,aware,アランはその問題に気づいている。,Alan is [aware] of the problem.,Alan is [aware] of the problem.,aware | アランはその問題に気づいている。 | Alan is [aware] of the problem. | Alan is [aware] of the problem.
TOEIC_kin_kaitei_04.mp3,level_600,315,progress,プロジェクトの進行状況を確認する,check the [progress] of a project,check the [progress] of a project,progress | プロジェクトの振興状況を確認する。 | Check the [progress] of a project. | Check the [progress] of a project.
TOEIC_kin_kaitei_04.mp3,level_600,316,overall,全体の売り上げ,[overall] sale,[overall] sales,overall | 全体の売り上げ。 | [overall] sale. | [overall] sales.
TOEIC_kin_kaitei_04.mp3,level_600,317,delighted,我々はその知らせを聞いて、多いに喜んでいます。,We are [delighted] to hear the news.,We are [delighted] to hear the news.,delighted | 我々はその知らせを聞いて、多いに喜んでいます。 | We are [delighted] to hear the news. | We are [delighted] to hear the news.
TOEIC_kin_kaitei_04.mp3,level_600,318,emphasize,違いを強調する,[emphasize] the difference,[emphasize] the difference,emphasize | 違いを強調する。 | [emphasize] the difference. | [emphasize] the difference.
TOEIC_kin_kaitei_04.mp3,level_600,319,vote,お気に入りの曲に投票してください。,[Vote] for your favorite song.,[Vote] for your favorite song.,vote | お気に入りの曲に投票してください。 | [vote] for your favorite song. | [vote] for your favorite song.
TOEIC_kin_kaitei_04.mp3,level_600,320,worth,その本は読む価値がある。,The book is [worth] reading.,The book is [worth] reading.,worth | その本は読む価値がある。 | The book is [worth] reading. | The book is [worth] reading.
TOEIC_kin_kaitei_04.mp3,level_600,321,cooperation,ご協力ありがとうございます。,Thank you for your [cooperation].,Thank you for your [cooperation].,cooperation | ご協力ありがとうございます。 | Thank you for your [cooperation]. | Thank you for your [cooperation].
TOEIC_kin_kaitei_04.mp3,level_600,322,structure,経営構造,management [structure],Management [structure],structure | 経営構造。 | management [structure]. | Management [structure].
TOEIC_kin_kaitei_04.mp3,level_600,323,combine,他のアイデアを組み合わせる,[combine] two ideas,[combine] two ideas,combine | 他のアイデアを組み合わせる。 | [combine] two ideas. | [combine] two ideas.
TOEIC_kin_kaitei_04.mp3,level_600,324,automatically,ソフトは自動的にアップデートされます。,The software is updated [automatically].,The software is updated [automatically].,automatically | ソフトは自動的にアップデートされます。 | The software is updated [automatically]. | The software is updated [automatically].
TOEIC_kin_kaitei_04.mp3,level_600,325,contribute,チームに貢献する,[contribute] to a team,[contribute] to a team,contribute | チームに貢献する。 | [contribute] to a team. | [contribute] to a team.
TOEIC_kin_kaitei_04.mp3,level_600,326,institute,テックス語学専門学校,TEX Language [institute],TEX Language [institute],institute | テックス語学専門学校。 | Text Language [institute]. | Tech's Language [institute].
TOEIC_kin_kaitei_04.mp3,level_600,327,completely,そのホテルは完全に満室です。,The hotel is [completely] full.,The hotel is [completely] full.,completely | そのホテルは完全に満室です。 | The hotel is [completely] full. | The hotel is [completely] full.
TOEIC_kin_kaitei_04.mp3,level_600,328,achieve,目標スコアを達成する,[achieve] a target score,[achieve] a target score,achieve | 目標スコアを達成する。 | [achieve] a target score. | [achieve] a target score.
TOEIC_kin_kaitei_04.mp3,level_600,329,function,エアコンがちゃんと機能していない。,The air conditioner is not [functioning] properly.,The air conditioner is not [functioning] properly.,function | エアコンがちゃんと機能していない。 | The air conditioner is not [functioning] properly. | The air conditioner is not [functioning] properly.
TOEIC_kin_kaitei_04.mp3,level_600,330,duty,職務,work [duties],work [duties],duty |  | Work [duty]. | work duties.
TOEIC_kin_kaitei_04.mp3,level_600,331,fair,運賃の値上げ,a [fair] increase,a [fair] increase,fair | 運賃の根上。 | A [fair] increase. | A [fair] increase.
TOEIC_kin_kaitei_04.mp3,level_600,332,prevent,問題の再発を防ぐ,[prevent] a problem from happening again,[prevent] a problem from happening again,prevent | 問題の再発を防ぐ。 | [prevent] a problem from happening again. | [prevent] a problem from happening again.
TOEIC_kin_kaitei_04.mp3,level_600,333,confident,私にはそれができる自信があります。,I'm [confident] that I can do it.,I'm [confident] that I can do it.,confident | 私にはそれができる自信があります。 | I'm [confident] that I can do it. | I'm [confident] that I can do it.
TOEIC_kin_kaitei_04.mp3,level_600,334,enable,テクノロジーは在宅勤務を可能にする。,Technology [enables] us to work from home.,Technology [enables] us to work from home.,enable | テクノロジーは在宅金もお可能にする。 | Technology [enables] us to work from home. | Technology [enables] us to work from home.
TOEIC_kin_kaitei_04.mp3,level_600,335,athletic,運動靴,[athletic] shoot,[athletic] shoes,athletic | 運動物。 | [athletic] shoot. | [athletic] shoes.
TOEIC_kin_kaitei_04.mp3,level_600,336,impact,環境への影響,[impact] on the environment,[impact] on the environment,impact | 環境への影響。 | [impact] on the environment. | [impact] on the environment.
TOEIC_kin_kaitei_04.mp3,level_600,337,gain,ゲイルは多くの経験を得た。,Gale [gained] lots of experience.,Gale [gained] lots of experience.,[game] | ケールは多くの経験を得た。 | Gale gained lots of experience. | Gale gained lots of experience.
TOEIC_kin_kaitei_04.mp3,level_600,338,locate,紛失物を見つける,[locate] a missing item,[locate] a missing item,locate | 本質物を見つける。 | [locate] a missing item. | [locate] a missing item.
TOEIC_kin_kaitei_04.mp3,level_600,339,background,マーケティングの経歴,a [background] in marketing,a [background] in marketing,background | マーケティングの経歴。 | A [background] in marketing. | A [background] in Marketing
TOEIC_kin_kaitei_04.mp3,level_600,340,shortly,すぐにご連絡します。,We will contact you [shortly].,We will contact you [shortly].,shortly | すぐにご連絡します。 | We will contact you [shortly]. | We will contact you [shortly].
TOEIC_kin_kaitei_04.mp3,level_600,341,diet,バランスの取れた食事,A well-balanced [diet],A well-balanced [diet],diet | バランスの取れた食事。 | A well-balanced [diet]. | A well-balanced [diet].
TOEIC_kin_kaitei_04.mp3,level_600,342,income,収入源,a source of [income],a source of [income],[in cup] | 収入源。 | a source of income. | a source of income.
TOEIC_kin_kaitei_04.mp3,level_600,343,proof,支払い証明,[proof] of payment,[proof] of payment,proof | 支払い証明。 | [proof] of payment. | [proof] of payment.
TOEIC_kin_kaitei_04.mp3,level_600,344,occasion,特別な業事用のギフト,gift for a special [occasion],gift for a special [occasion],occasion | 特別な業事用のギフト。 | Gift for a special [occasion]. | Gift for a special [occasion].
TOEIC_kin_kaitei_04.mp3,level_600,345,measure,サイズを図る,[measure] the size,[measure] the size,measure | サイズを図る。 | [measure] the size. | [measure] the size.
TOEIC_kin_kaitei_04.mp3,level_600,346,basis,毎月支払う,pay on a monthly [basis],pay on a monthly [basis],[b邪] | 毎月支払う。 | Pay on a monthly basis. | Pay on a monthly basis.
TOEIC_kin_kaitei_04.mp3,level_600,347,occur,その問題はまだ起きている。,The problem still [occurs].,The problem still [occurs].,occur | その問題はまだ起きている。 | The problem still [occurred]. | The problem still [occurs].
TOEIC_kin_kaitei_04.mp3,level_600,348,complicated,そのシステムはとても複雑だ。,The system is very [complicated].,The system is very [complicated].,complicated | そのシステムはとても複雑だ。 | The system is very [complicated]. | The system is very [complicated].
TOEIC_kin_kaitei_04.mp3,level_600,349,absolutely,食事は本当に美味しかった。,The meal was [absolutely] delicious.,The meal was [absolutely] delicious.,absolutely | 食事は本当に美味しかった。 | The meal was [absolutely] delicious. | The meal was [absolutely] delicious.
TOEIC_kin_kaitei_04.mp3,level_600,350,emergency,緊急時の電話番号,[emergency] phone number,[emergency] phone number,emergency | 緊急時の電話番号。 | [emergency] phone number. | [emergency] phone number.
TOEIC_kin_kaitei_04.mp3,level_600,351,analyze,販売データを分析する,[analyze] sales data,[analyze] sales data,[aniline] | 販売データを分析する。 | Analyze sales data. | Analyze sales data.
TOEIC_kin_kaitei_04.mp3,level_600,352,physical,実店舗,a [physical] store,a [physical] store,physical | 10点ポ。 | A [physical] store. | A [physical] store.
TOEIC_kin_kaitei_04.mp3,level_600,353,praise,従業員を褒める,[praise] and employee,[praise] and employee,[prey] | 従業員を褒める。 | Praise and employ ye. | Praise and employ ye.
TOEIC_kin_kaitei_04.mp3,level_600,354,observe,機械がどのように動作するかを観察する,[observe] how a machine works,[observe] how a machine works,observe | 次回がどのように動作するかを観察する。 | [observe] how a machine works. | [observe] how a machine works.
TOEIC_kin_kaitei_04.mp3,level_600,355,reputation,良い評判を得る,earn a good [reputation],earn a good [reputation],reputation | 良い評判を得る。 | earn a good [reputation]. | earn a good [reputation].
TOEIC_kin_kaitei_04.mp3,level_600,356,aspect,プロジェクトのあらゆる側面,every [aspect] of a project,every [aspect] of a project,[aspen] | プロジェクトのあらゆる側面。 | every aspect of a project. | every aspect of a project.
TOEIC_kin_kaitei_04.mp3,level_600,357,appearance,ウェブサイトの外観,the [appearance] of a website,the [appearance] of a website,appearance | ウェブサイトの概感。 | the [appearance] of a website. | the [appearance] of a website.
TOEIC_kin_kaitei_04.mp3,level_600,358,accompany,お子様には大人の付き添いが必要です。,Children must be [accompanied] by an adult.,Children must be [accompanied] by an adult.,[accompany] | お子様には大人の付き添いが必要です。 | Children must be accompanied by an adult. | Children must be accompanied by an adult.
TOEIC_kin_kaitei_04.mp3,level_600,359,generous,完大な寄付,a [generous] donation,a [generous] donation,generous | 完大な寄付。 | a [generous] donation. | a [generous] donation.
TOEIC_kin_kaitei_04.mp3,level_600,360,labor,人件費,[labor] cost,[labor] cost,labor |  | [labor] Caught | [labor] cost.
TOEIC_kin_kaitei_04.mp3,level_600,361,valuable,シームの貴重な新戦力。,a [valuable] addition to the team,a [valuable] addition to the team,[value] | シームの貴重な新戦力。 | a valuable addition to the team. | A valuable addition to the team.
TOEIC_kin_kaitei_04.mp3,level_600,362,extremely,相応は非常に大きかった。,The noise was [extremely] loud.,The noise was [extremely] loud.,extremely | 相応は非常に大きかった。 | The noise was [extremely] loud. | The noise was [extremely] loud.
TOEIC_kin_kaitei_04.mp3,level_600,363,soil,土壌を分析する。,analyze the [soil],analyze the [soil],soil | 土壌を分析する。 | analyze the [soil]. | analyze the [soil].
